system:index,LAI,date,.geo
2010_09_22,1.0057010781457223,2010-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_09_26,1.0268769768839174,2010-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_09_30,0.8315041606675193,2010-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_10_04,0.8124384969446844,2010-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_10_08,0.7642235026698518,2010-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_10_12,0.6773250705726278,2010-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_10_16,0.6752236217080236,2010-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_10_20,0.5797548663938206,2010-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_10_24,0.6036411509290632,2010-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_10_28,0.5483613500130322,2010-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_11_01,0.47367862687108847,2010-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_11_05,0.45065636650009633,2010-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_11_09,0.4102886936125357,2010-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_11_13,0.3369508560809521,2010-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_11_17,0.41207889995580615,2010-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_11_21,0.47311744342840256,2010-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_11_25,0.4119229527144133,2010-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_11_29,0.37662774359497003,2010-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_12_03,0.3047963995828202,2010-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_12_07,0.2904209461297767,2010-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_12_11,0.3214884312791876,2010-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_12_15,0.31604231850541603,2010-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_12_19,0.3190888144470093,2010-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_12_23,0.2588736509771896,2010-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_12_27,0.25057163424477547,2010-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_12_31,0.26539614791638155,2010-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_01_01,0.22971987938149202,2011-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_01_05,0.2817860665215598,2011-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_01_09,0.33982504447541095,2011-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_01_13,0.3352606486045498,2011-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_01_17,0.3771461513183934,2011-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_01_21,0.45129261991365205,2011-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_01_25,0.4313846302024881,2011-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_01_29,0.45426199136553785,2011-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_02_02,0.5626267691017637,2011-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_02_06,0.6951952385808577,2011-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_02_10,0.6859760795911685,2011-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_02_14,0.7092179475551774,2011-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_02_18,0.807347772852495,2011-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_02_22,0.7713497794959567,2011-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_02_26,0.8547297833505266,2011-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_03_02,0.8039833856723362,2011-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_03_06,0.7779904089244605,2011-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_03_10,0.8600962792068647,2011-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_03_14,0.7510700681351803,2011-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_03_18,0.6428955468386846,2011-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_03_22,0.7288425238359755,2011-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_03_26,0.6419834877050562,2011-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_03_30,0.5768486344621154,2011-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_04_03,0.4987578933644675,2011-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_04_07,0.3881844694865435,2011-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_04_11,0.40393095219199804,2011-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_04_15,0.4373248438332541,2011-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_04_19,0.43459405149250896,2011-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_04_23,0.386475846588133,2011-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_04_27,0.37097920233087317,2011-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_05_01,0.3386261861303439,2011-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_05_05,0.37542031811533405,2011-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_05_09,0.37372189848877196,2011-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_05_13,0.353360277528987,2011-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_05_17,0.312345958937492,2011-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_05_21,0.3833224687383013,2011-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_05_25,0.3796140045574569,2011-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_05_29,0.42441217817179483,2011-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_06_02,0.3943760132415727,2011-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_06_06,0.37139456052240005,2011-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_06_10,0.3785806398585077,2011-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_06_14,0.43059635289715836,2011-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_06_18,0.5145284671284571,2011-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_06_22,0.5972530524788259,2011-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_06_26,0.2893031448751298,2011-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_06_30,0.7194373745847745,2011-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_07_04,0.5941440305191169,2011-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_07_08,0.6287193760132365,2011-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_07_12,0.49991228020451695,2011-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_07_16,0.7824901935220506,2011-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_07_20,0.3449679447209399,2011-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_07_24,0.6474151711315408,2011-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_07_28,0.5033601358168881,2011-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_08_01,0.7743522339496823,2011-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_08_05,0.4533126622603674,2011-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_08_09,0.8413242429739092,2011-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_08_13,0.731329571349208,2011-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_08_17,1.0716387304862347,2011-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_08_21,0.864019578944975,2011-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_08_25,0.9183100547575541,2011-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_08_29,1.214692428038579,2011-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_09_02,0.8917714863899602,2011-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_09_06,0.564479009602413,2011-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_09_10,1.3241087725463905,2011-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_09_14,1.2433392474520089,2011-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_09_18,1.195426666817818,2011-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_09_22,1.0578932227600844,2011-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_09_26,1.060519998412818,2011-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_09_30,0.963159103019022,2011-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_10_04,0.8384827734760215,2011-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_10_08,0.7245001813914973,2011-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_10_12,0.6673960116544005,2011-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_10_16,0.6700779133175331,2011-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_10_20,0.606015962451958,2011-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_10_24,0.5446721915494223,2011-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_10_28,0.49867154479835807,2011-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_11_01,0.4222569715923871,2011-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_11_05,0.5340936646610223,2011-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_11_09,0.41683606984623284,2011-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_11_13,0.4114917961269551,2011-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_11_17,0.40361143216507406,2011-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_11_21,0.28780254614678485,2011-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_11_25,0.2697531756014099,2011-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_11_29,0.285539398986978,2011-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_12_03,0.2647426087153672,2011-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_12_07,0.2932098240602139,2011-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_12_11,0.3026327200380842,2011-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_12_15,0.27946608738039747,2011-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_12_19,0.22295336802249305,2011-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_12_23,0.28393174964857026,2011-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_12_27,0.22931063800843784,2011-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2011_12_31,0.18790541536299424,2011-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_01_01,0.23412149140707064,2012-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_01_05,0.17849045481340767,2012-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_01_09,0.3865018364848296,2012-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_01_13,0.3895008271860888,2012-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_01_17,0.30366228144724144,2012-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_01_21,0.4825418408856519,2012-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_01_25,0.48374522668298137,2012-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_01_29,0.5152176745872552,2012-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_02_02,0.4483014356777827,2012-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_02_06,0.5813788229028557,2012-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_02_10,0.529300659482614,2012-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_02_14,0.5696027526160072,2012-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_02_18,0.5700658677882693,2012-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_02_22,0.6136760687927255,2012-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_02_26,0.6070035541396959,2012-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_03_01,0.5745475132359112,2012-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_03_05,0.545280845057655,2012-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_03_09,0.5521436790730914,2012-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_03_13,0.6433575283140756,2012-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_03_17,0.48898769372045436,2012-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_03_21,0.5284034997222417,2012-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_03_25,0.39244036754452805,2012-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_03_29,0.4613629020372497,2012-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_04_02,0.38129400160984306,2012-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_04_06,0.3643166075254733,2012-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_04_10,0.29497899826544155,2012-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_04_14,0.33688369403788027,2012-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_04_18,0.2776821850873498,2012-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_04_22,0.33174620494971413,2012-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_04_26,0.3196853707755534,2012-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_04_30,0.3119599351525351,2012-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_05_04,0.27698425295044377,2012-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_05_08,0.2914038851791762,2012-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_05_12,0.271344819572139,2012-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_05_16,0.2653403358010134,2012-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_05_20,0.2704448059677767,2012-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_05_24,0.2833447175394228,2012-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_05_28,0.2553643701747019,2012-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_06_01,0.24381044021449544,2012-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_06_05,0.24165088938519666,2012-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_06_09,0.2697098869704211,2012-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_06_13,0.24652592764746628,2012-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_06_17,0.2989601165440373,2012-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_06_21,0.2649591302277601,2012-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_06_25,0.2490849649120818,2012-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_06_29,0.2874023603568884,2012-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_07_03,0.2393612468398235,2012-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_07_07,0.27054244561090024,2012-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_07_11,0.3452930322990256,2012-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_07_15,0.5276284761980307,2012-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_07_19,0.45245473715237816,2012-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_07_23,0.2959239346083603,2012-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_07_27,0.3388435725055861,2012-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_07_31,0.5771779734034617,2012-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_08_04,0.5476094584329999,2012-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_08_08,0.4952892060720694,2012-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_08_12,1.0170500923962853,2012-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_08_16,0.6962661693516371,2012-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_08_20,0.5331457537383612,2012-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_08_24,0.5464658417132405,2012-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_08_28,0.6862468398199644,2012-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_09_01,0.9988763646876068,2012-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_09_05,1.3947937805389485,2012-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_09_09,0.9687180439194077,2012-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_09_13,0.6691315598535204,2012-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_09_17,1.0034862595938996,2012-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_09_21,1.1904674515627947,2012-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_09_25,1.0024432584715415,2012-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_09_29,0.9237464146836392,2012-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_03,0.7459741006949514,2012-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_07,0.7165113029578125,2012-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_11,0.6294221263618532,2012-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_15,0.5991678664958549,2012-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_19,0.5544382815422803,2012-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_23,0.6465289036017532,2012-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_27,0.5184629635924838,2012-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_31,0.3664216269504079,2012-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_11_04,0.27607902460028944,2012-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_11_08,0.4166401797146767,2012-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_11_12,0.36658621432052146,2012-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_11_16,0.36651001121800236,2012-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_11_20,0.3021998334296469,2012-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_11_24,0.35113766416244396,2012-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_11_28,0.31887868126139834,2012-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_02,0.3117134006711052,2012-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_06,0.2975873463927764,2012-12-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_10,0.2879324808416048,2012-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_14,0.26142715843649306,2012-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_18,0.36271368974741774,2012-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_22,0.2555916428603825,2012-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_26,0.2743745182061389,2012-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_30,0.2161378270530143,2012-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01,0.24860194758083315,2013-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_05,0.28315889561510843,2013-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_09,0.3193477977586681,2013-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
